issue_id,customer_id,issue_date,issue_month,issue_year,issue_type,resolution_time_hrs,resolved,city
20750,225,2023-04-18,April,2023,Call Drop,16,Yes,hyderabad
20751,53,2024-03-29,March,2024,Slow Internet,59,Yes,mumbai
20752,257,2024-04-01,April,2024,No Signal,1,No,kolkata
20753,495,2022-04-18,April,2022,Call Drop,1,Yes,mumbai
20754,59,2022-11-27,November,2022,Call Drop,31,Yes,bangalore
20755,432,2023-06-24,June,2023,Slow Internet,22,No,mumbai
20756,246,2023-03-15,March,2023,Slow Internet,59,Yes,bangalore
20757,7,2023-12-10,December,2023,Call Drop,28,Yes,bangalore
20758,214,2023-12-13,December,2023,Call Drop,27,Yes,chennai
20759,416,2023-10-28,October,2023,Slow Internet,1,Yes,bangalore
20760,78,2023-01-19,January,2023,No Signal,2,Yes,kolkata
20761,189,2023-08-05,August,2023,Call Drop,66,Yes,delhi
20762,441,2022-06-09,June,2022,No Signal,49,Yes,kolkata
20763,307,2023-03-08,March,2023,Slow Internet,19,Yes,delhi
20764,216,2024-05-13,May,2024,Call Drop,28,Yes,chennai
20765,403,2023-01-31,January,2023,Slow Internet,70,Yes,delhi
20766,283,2023-09-07,September,2023,Call Drop,39,Yes,hyderabad
20767,319,2023-05-03,May,2023,Call Drop,19,Yes,chennai
20768,444,2024-01-18,January,2024,Slow Internet,64,Yes,chennai
20769,61,2022-07-08,July,2022,Slow Internet,58,Yes,hyderabad
20770,61,2023-02-22,February,2023,No Signal,17,Yes,hyderabad
20771,215,2022-12-09,December,2022,Slow Internet,70,No,bangalore
20772,382,2022-12-27,December,2022,Slow Internet,41,Yes,delhi
20773,45,2022-04-19,April,2022,No Signal,5,No,bangalore
20774,405,2024-04-28,April,2024,Slow Internet,23,Yes,chennai
20775,172,2022-10-28,October,2022,No Signal,69,Yes,chennai
20776,221,2023-01-03,January,2023,No Signal,10,Yes,bangalore
20777,385,2022-09-12,September,2022,Slow Internet,68,Yes,hyderabad
20778,95,2022-11-12,November,2022,No Signal,12,Yes,mumbai
20779,347,2023-12-06,December,2023,No Signal,10,Yes,mumbai
20780,44,2022-03-12,March,2022,No Signal,60,Yes,mumbai
20781,228,2022-09-26,September,2022,Slow Internet,30,Yes,hyderabad
20782,62,2024-04-25,April,2024,Slow Internet,24,Yes,delhi
20783,317,2023-05-16,May,2023,No Signal,69,No,delhi
20784,219,2022-07-28,July,2022,Slow Internet,13,Yes,bangalore
20785,335,2023-04-23,April,2023,Call Drop,9,Yes,kolkata
20786,89,2022-06-25,June,2022,No Signal,18,Yes,delhi
20787,112,2022-08-27,August,2022,Call Drop,35,Yes,chennai
20788,207,2024-06-11,June,2024,Slow Internet,4,Yes,mumbai
20789,488,2023-09-02,September,2023,Call Drop,41,Yes,hyderabad
20790,467,2024-05-08,May,2024,Slow Internet,26,Yes,hyderabad
20791,367,2023-03-18,March,2023,Slow Internet,44,No,kolkata
20792,306,2023-08-24,August,2023,No Signal,42,Yes,bangalore
20793,203,2024-02-03,February,2024,Call Drop,10,Yes,mumbai
20794,297,2023-05-07,May,2023,No Signal,1,No,chennai
20795,33,2022-04-09,April,2022,Call Drop,54,Yes,kolkata
20796,489,2022-11-25,November,2022,Slow Internet,16,Yes,chennai
20797,215,2022-11-22,November,2022,Slow Internet,46,Yes,bangalore
20798,12,2023-03-21,March,2023,No Signal,13,Yes,kolkata
20799,2,2023-10-28,October,2023,Call Drop,64,Yes,chennai
20800,363,2022-10-22,October,2022,Call Drop,55,Yes,delhi
20801,149,2023-03-18,March,2023,Slow Internet,63,Yes,chennai
20802,142,2024-03-05,March,2024,No Signal,18,Yes,kolkata
20803,290,2024-03-18,March,2024,Slow Internet,61,Yes,mumbai
20804,207,2024-06-09,June,2024,Slow Internet,20,Yes,mumbai
20805,341,2022-01-31,January,2022,No Signal,65,Yes,bangalore
20806,192,2022-05-11,May,2022,Call Drop,64,Yes,mumbai
20807,407,2023-12-29,December,2023,Call Drop,64,No,chennai
20808,341,2023-06-11,June,2023,Slow Internet,13,Yes,bangalore
20809,306,2023-03-14,March,2023,Call Drop,68,Yes,bangalore
20810,398,2022-11-22,November,2022,No Signal,70,Yes,bangalore
20811,469,2022-09-24,September,2022,Call Drop,57,Yes,bangalore
20812,252,2022-10-13,October,2022,Call Drop,45,Yes,hyderabad
20813,204,2022-10-18,October,2022,Slow Internet,38,Yes,mumbai
20814,362,2023-01-03,January,2023,Call Drop,54,Yes,delhi
20815,46,2023-05-01,May,2023,No Signal,36,Yes,delhi
20816,374,2023-07-09,July,2023,Slow Internet,67,Yes,mumbai
20817,495,2022-06-17,June,2022,No Signal,11,Yes,mumbai
20818,261,2024-05-10,May,2024,Call Drop,27,Yes,mumbai
20819,66,2023-04-16,April,2023,Call Drop,17,Yes,hyderabad
20820,150,2024-02-06,February,2024,Slow Internet,33,Yes,bangalore
20821,70,2022-06-19,June,2022,No Signal,5,Yes,chennai
20822,364,2024-06-05,June,2024,Call Drop,62,Yes,delhi
20823,2,2024-02-10,February,2024,Call Drop,65,Yes,chennai
20824,29,2022-12-12,December,2022,Slow Internet,71,Yes,kolkata
20825,256,2022-03-19,March,2022,Call Drop,67,Yes,kolkata
20826,61,2024-04-30,April,2024,Call Drop,44,Yes,hyderabad
20827,100,2022-03-26,March,2022,Call Drop,14,Yes,mumbai
20828,384,2024-06-10,June,2024,No Signal,57,Yes,chennai
20829,455,2023-10-23,October,2023,No Signal,48,Yes,delhi
20830,144,2022-07-20,July,2022,No Signal,17,No,delhi
20831,192,2023-08-12,August,2023,Call Drop,44,Yes,mumbai
20832,353,2022-12-27,December,2022,Slow Internet,4,Yes,delhi
20833,353,2024-02-01,February,2024,Slow Internet,30,Yes,delhi
20834,270,2023-07-19,July,2023,Slow Internet,55,Yes,delhi
20835,299,2024-03-22,March,2024,No Signal,30,Yes,bangalore
20836,460,2022-10-29,October,2022,No Signal,18,Yes,hyderabad
20837,427,2022-10-20,October,2022,No Signal,44,No,delhi
20838,326,2022-10-21,October,2022,No Signal,62,Yes,bangalore
20839,311,2022-04-19,April,2022,Call Drop,31,Yes,chennai
20840,204,2022-12-31,December,2022,Slow Internet,16,Yes,mumbai
20841,245,2023-08-23,August,2023,Slow Internet,23,Yes,delhi
20842,31,2023-11-09,November,2023,No Signal,14,Yes,chennai
20843,332,2023-05-09,May,2023,Slow Internet,2,Yes,mumbai
20844,458,2022-09-24,September,2022,Slow Internet,12,Yes,hyderabad
20845,424,2022-04-03,April,2022,No Signal,58,Yes,hyderabad
20846,411,2023-11-16,November,2023,No Signal,56,No,hyderabad
20847,52,2022-03-05,March,2022,No Signal,24,Yes,chennai
20848,384,2023-03-04,March,2023,No Signal,37,Yes,chennai
20849,243,2023-09-30,September,2023,Call Drop,29,Yes,hyderabad
20850,263,2023-01-03,January,2023,Slow Internet,42,Yes,chennai
20851,174,2024-01-12,January,2024,Call Drop,18,Yes,mumbai
20852,100,2022-04-15,April,2022,Slow Internet,3,Yes,mumbai
20853,417,2022-07-28,July,2022,Call Drop,13,No,bangalore
20854,475,2023-07-28,July,2023,No Signal,29,Yes,delhi
20855,392,2024-01-22,January,2024,Call Drop,66,Yes,hyderabad
20856,389,2023-04-19,April,2023,No Signal,59,Yes,bangalore
20857,61,2022-03-02,March,2022,No Signal,48,Yes,hyderabad
20858,456,2022-12-12,December,2022,Call Drop,4,Yes,kolkata
20859,360,2022-01-12,January,2022,Slow Internet,51,Yes,hyderabad
20860,188,2023-04-11,April,2023,Call Drop,5,Yes,delhi
20861,469,2023-10-11,October,2023,No Signal,39,No,bangalore
20862,408,2022-07-14,July,2022,No Signal,41,Yes,chennai
20863,7,2022-03-15,March,2022,Slow Internet,5,Yes,bangalore
20864,189,2024-05-24,May,2024,Slow Internet,8,Yes,delhi
20865,83,2023-01-21,January,2023,Slow Internet,56,Yes,bangalore
20866,351,2022-05-16,May,2022,No Signal,25,Yes,bangalore
20867,420,2024-06-02,June,2024,Call Drop,52,Yes,delhi
20868,283,2023-07-09,July,2023,Slow Internet,52,Yes,hyderabad
20869,124,2023-03-12,March,2023,No Signal,7,No,kolkata
20870,157,2022-02-08,February,2022,Call Drop,61,Yes,chennai
20871,87,2023-06-27,June,2023,Slow Internet,47,Yes,hyderabad
20872,148,2023-10-16,October,2023,Call Drop,66,Yes,kolkata
20873,70,2022-11-16,November,2022,Call Drop,59,Yes,chennai
20874,460,2024-05-20,May,2024,No Signal,5,Yes,hyderabad
20875,370,2024-05-14,May,2024,No Signal,44,Yes,kolkata
20876,76,2023-07-10,July,2023,No Signal,42,Yes,mumbai
20877,114,2023-12-01,December,2023,Call Drop,61,Yes,mumbai
20878,3,2022-12-19,December,2022,Slow Internet,63,No,mumbai
20879,234,2023-05-29,May,2023,Slow Internet,50,Yes,hyderabad
20880,167,2023-04-28,April,2023,Slow Internet,38,Yes,bangalore
20881,99,2023-02-20,February,2023,No Signal,54,Yes,hyderabad
20882,124,2024-03-14,March,2024,Slow Internet,44,Yes,kolkata
20883,467,2024-04-02,April,2024,Slow Internet,24,Yes,hyderabad
20884,45,2023-01-05,January,2023,No Signal,63,Yes,bangalore
20885,382,2022-12-09,December,2022,Slow Internet,39,Yes,delhi
20886,324,2022-11-21,November,2022,Slow Internet,12,Yes,delhi
20887,287,2023-01-02,January,2023,Slow Internet,63,Yes,bangalore
20888,106,2022-12-02,December,2022,Call Drop,9,Yes,bangalore
20889,294,2022-10-23,October,2022,Call Drop,22,Yes,hyderabad
20890,481,2022-01-24,January,2022,No Signal,36,Yes,kolkata
20891,134,2024-06-03,June,2024,No Signal,28,Yes,mumbai
20892,8,2023-03-18,March,2023,Call Drop,56,No,mumbai
20893,28,2022-04-14,April,2022,No Signal,29,Yes,delhi
20894,271,2023-02-16,February,2023,No Signal,5,Yes,kolkata
20895,223,2023-07-28,July,2023,Slow Internet,4,Yes,bangalore
20896,8,2023-10-27,October,2023,No Signal,51,Yes,mumbai
20897,310,2024-02-14,February,2024,No Signal,15,Yes,kolkata
20898,134,2022-10-21,October,2022,Slow Internet,60,Yes,mumbai
20899,29,2024-06-05,June,2024,Slow Internet,26,No,kolkata
20900,115,2022-08-31,August,2022,Call Drop,23,Yes,bangalore
20901,494,2022-12-08,December,2022,No Signal,29,Yes,chennai
20902,34,2024-05-03,May,2024,Slow Internet,57,Yes,hyderabad
20903,7,2024-05-08,May,2024,No Signal,62,Yes,bangalore
20904,40,2023-09-25,September,2023,No Signal,59,Yes,chennai
20905,330,2024-05-14,May,2024,Call Drop,48,No,mumbai
20906,397,2022-06-22,June,2022,Call Drop,35,Yes,bangalore
20907,62,2023-02-20,February,2023,Call Drop,46,Yes,delhi
20908,86,2022-04-13,April,2022,Call Drop,33,Yes,delhi
20909,213,2022-06-09,June,2022,Call Drop,71,Yes,hyderabad
20910,116,2022-09-14,September,2022,Slow Internet,10,Yes,chennai
20911,65,2023-12-15,December,2023,Call Drop,48,Yes,delhi
20912,297,2023-07-11,July,2023,Slow Internet,44,No,chennai
20913,379,2023-07-30,July,2023,Call Drop,70,Yes,kolkata
20914,170,2022-07-15,July,2022,Slow Internet,63,No,delhi
20915,116,2023-01-26,January,2023,No Signal,49,Yes,chennai
20916,322,2022-03-11,March,2022,Call Drop,41,No,kolkata
20917,116,2023-11-24,November,2023,Slow Internet,39,Yes,chennai
20918,221,2024-04-22,April,2024,Call Drop,23,Yes,bangalore
20919,395,2022-09-04,September,2022,Slow Internet,13,Yes,delhi
20920,357,2022-11-25,November,2022,Slow Internet,53,No,bangalore
20921,50,2022-06-07,June,2022,Call Drop,70,Yes,hyderabad
20922,327,2023-11-29,November,2023,Slow Internet,57,Yes,delhi
20923,419,2024-01-13,January,2024,No Signal,67,Yes,kolkata
20924,478,2023-08-08,August,2023,Call Drop,48,Yes,chennai
20925,336,2022-02-24,February,2022,No Signal,20,Yes,bangalore
20926,79,2023-05-01,May,2023,Slow Internet,62,Yes,delhi
20927,488,2022-08-31,August,2022,Slow Internet,45,Yes,hyderabad
20928,20,2024-03-24,March,2024,Call Drop,63,Yes,hyderabad
20929,412,2022-12-19,December,2022,No Signal,8,Yes,hyderabad
20930,379,2023-02-14,February,2023,No Signal,26,Yes,kolkata
20931,37,2023-12-28,December,2023,Call Drop,38,Yes,kolkata
20932,259,2022-01-15,January,2022,No Signal,41,Yes,chennai
20933,93,2022-05-27,May,2022,Call Drop,2,Yes,bangalore
20934,187,2023-05-05,May,2023,Call Drop,7,Yes,chennai
20935,357,2023-10-18,October,2023,Slow Internet,25,No,bangalore
20936,201,2022-01-25,January,2022,Slow Internet,51,Yes,bangalore
20937,411,2023-09-03,September,2023,No Signal,50,Yes,hyderabad
20938,288,2023-11-22,November,2023,Call Drop,64,Yes,kolkata
20939,48,2022-11-29,November,2022,Call Drop,12,Yes,chennai
20940,253,2022-06-23,June,2022,Call Drop,53,Yes,delhi
20941,46,2024-02-14,February,2024,Call Drop,10,Yes,delhi
20942,370,2022-10-17,October,2022,Slow Internet,61,Yes,kolkata
20943,231,2023-07-24,July,2023,No Signal,55,Yes,delhi
20944,95,2024-04-25,April,2024,Slow Internet,68,Yes,mumbai
20945,303,2024-03-01,March,2024,Call Drop,42,Yes,bangalore
20946,218,2022-05-25,May,2022,No Signal,66,Yes,delhi
20947,40,2022-05-02,May,2022,No Signal,44,Yes,chennai
20948,387,2022-01-27,January,2022,Call Drop,28,Yes,bangalore
20949,203,2022-03-07,March,2022,Call Drop,58,Yes,mumbai
20950,116,2022-04-11,April,2022,Slow Internet,2,Yes,chennai
20951,413,2023-01-23,January,2023,Slow Internet,55,Yes,kolkata
20952,91,2022-04-04,April,2022,Call Drop,34,Yes,chennai
20953,58,2022-03-08,March,2022,Call Drop,20,Yes,bangalore
20954,434,2022-09-07,September,2022,Slow Internet,47,Yes,bangalore
20955,495,2022-05-22,May,2022,No Signal,26,Yes,mumbai
20956,10,2022-09-24,September,2022,No Signal,1,Yes,bangalore
20957,256,2023-07-06,July,2023,No Signal,65,No,kolkata
20958,317,2022-08-03,August,2022,Slow Internet,15,Yes,delhi
20959,249,2023-05-04,May,2023,Call Drop,14,Yes,bangalore
20960,483,2023-05-11,May,2023,No Signal,55,Yes,delhi
20961,367,2023-04-25,April,2023,Call Drop,1,Yes,kolkata
20962,377,2023-10-05,October,2023,Slow Internet,33,Yes,mumbai
20963,317,2023-05-05,May,2023,Slow Internet,70,Yes,delhi
20964,407,2022-01-01,January,2022,Call Drop,56,Yes,chennai
20965,6,2022-01-09,January,2022,Call Drop,23,Yes,bangalore
20966,331,2024-05-29,May,2024,Call Drop,54,Yes,bangalore
20967,188,2024-04-20,April,2024,Call Drop,3,Yes,delhi
20968,235,2023-01-15,January,2023,No Signal,46,Yes,kolkata
20969,371,2024-04-23,April,2024,Call Drop,6,No,delhi
20970,411,2024-06-15,June,2024,No Signal,25,Yes,hyderabad
20971,183,2022-05-24,May,2022,Slow Internet,17,Yes,hyderabad
20972,287,2024-05-11,May,2024,No Signal,28,Yes,bangalore
20973,123,2024-04-19,April,2024,Call Drop,32,Yes,bangalore
20974,158,2022-10-29,October,2022,No Signal,23,Yes,kolkata
20975,323,2023-10-12,October,2023,Slow Internet,16,Yes,mumbai
20976,13,2023-02-21,February,2023,Call Drop,26,No,kolkata
20977,315,2024-05-19,May,2024,Slow Internet,33,Yes,kolkata
20978,54,2024-03-19,March,2024,Slow Internet,58,Yes,bangalore
20979,360,2022-06-28,June,2022,Call Drop,48,Yes,hyderabad
20980,277,2022-10-05,October,2022,No Signal,55,Yes,chennai
20981,43,2022-05-24,May,2022,Slow Internet,41,Yes,hyderabad
20982,267,2022-12-05,December,2022,Call Drop,62,Yes,chennai
20983,109,2023-04-04,April,2023,Slow Internet,17,Yes,mumbai
20984,323,2023-12-03,December,2023,No Signal,59,No,mumbai
20985,166,2022-11-27,November,2022,Slow Internet,14,Yes,delhi
20986,351,2022-09-27,September,2022,Slow Internet,21,Yes,bangalore
20987,408,2022-07-06,July,2022,Slow Internet,63,No,chennai
20988,106,2023-10-28,October,2023,Slow Internet,46,Yes,bangalore
20989,51,2022-06-21,June,2022,No Signal,55,Yes,kolkata
20990,204,2023-02-08,February,2023,Call Drop,62,Yes,mumbai
20991,445,2023-04-13,April,2023,Slow Internet,39,Yes,chennai
20992,302,2022-09-04,September,2022,No Signal,42,Yes,kolkata
20993,43,2023-06-07,June,2023,Slow Internet,48,Yes,hyderabad
20994,283,2023-07-13,July,2023,Slow Internet,28,Yes,hyderabad
20995,85,2024-02-17,February,2024,Slow Internet,6,Yes,hyderabad
20996,217,2024-04-08,April,2024,No Signal,59,Yes,chennai
20997,158,2022-04-21,April,2022,Slow Internet,70,Yes,kolkata
20998,350,2024-03-23,March,2024,Slow Internet,39,Yes,delhi
20999,127,2022-10-30,October,2022,Call Drop,57,Yes,delhi
21000,191,2024-06-04,June,2024,No Signal,54,Yes,hyderabad
21001,266,2023-04-18,April,2023,Call Drop,60,Yes,chennai
21002,387,2024-03-01,March,2024,Call Drop,17,Yes,bangalore
21003,461,2022-10-19,October,2022,Call Drop,40,Yes,chennai
21004,60,2022-09-09,September,2022,Call Drop,66,Yes,hyderabad
21005,283,2023-08-11,August,2023,Slow Internet,54,Yes,hyderabad
21006,466,2022-06-24,June,2022,Call Drop,71,Yes,kolkata
21007,379,2022-04-19,April,2022,No Signal,44,Yes,kolkata
21008,429,2022-12-06,December,2022,Slow Internet,67,Yes,hyderabad
21009,62,2024-04-27,April,2024,Call Drop,57,Yes,delhi
21010,408,2022-01-14,January,2022,Call Drop,36,Yes,chennai
21011,302,2023-11-24,November,2023,No Signal,57,Yes,kolkata
21012,126,2022-11-18,November,2022,No Signal,43,Yes,chennai
21013,462,2024-02-23,February,2024,Call Drop,44,Yes,hyderabad
21014,487,2022-02-12,February,2022,Call Drop,62,Yes,bangalore
21015,172,2023-04-06,April,2023,Call Drop,61,Yes,chennai
21016,63,2022-04-12,April,2022,Call Drop,11,Yes,kolkata
21017,260,2023-09-17,September,2023,Call Drop,33,Yes,bangalore
21018,16,2023-12-06,December,2023,No Signal,66,Yes,bangalore
21019,179,2022-01-09,January,2022,No Signal,23,Yes,mumbai
21020,330,2022-05-29,May,2022,Slow Internet,49,Yes,mumbai
21021,368,2022-12-04,December,2022,Slow Internet,20,Yes,kolkata
21022,101,2022-08-12,August,2022,No Signal,15,Yes,mumbai
21023,475,2022-04-20,April,2022,Slow Internet,66,Yes,delhi
21024,176,2022-12-20,December,2022,Call Drop,30,Yes,chennai
21025,193,2022-03-25,March,2022,Slow Internet,4,Yes,bangalore
21026,453,2023-07-09,July,2023,Call Drop,64,Yes,bangalore
21027,461,2022-03-07,March,2022,Call Drop,65,Yes,chennai
21028,301,2023-01-23,January,2023,Slow Internet,8,No,delhi
21029,387,2024-06-09,June,2024,Slow Internet,52,Yes,bangalore
21030,273,2023-09-13,September,2023,Call Drop,14,Yes,kolkata
21031,467,2023-09-06,September,2023,No Signal,58,Yes,hyderabad
21032,421,2022-05-15,May,2022,Slow Internet,11,Yes,chennai
21033,261,2022-03-27,March,2022,Slow Internet,59,Yes,mumbai
21034,175,2022-03-25,March,2022,No Signal,24,Yes,kolkata
21035,234,2022-08-15,August,2022,Slow Internet,32,Yes,hyderabad
21036,300,2022-09-17,September,2022,Call Drop,46,Yes,mumbai
21037,216,2024-06-10,June,2024,No Signal,28,Yes,chennai
21038,491,2022-01-20,January,2022,No Signal,16,Yes,hyderabad
21039,417,2022-02-04,February,2022,Call Drop,42,Yes,bangalore
21040,247,2024-05-14,May,2024,Call Drop,16,Yes,chennai
21041,21,2024-01-25,January,2024,Call Drop,12,Yes,hyderabad
21042,451,2023-03-19,March,2023,No Signal,62,No,delhi
21043,324,2022-09-27,September,2022,Call Drop,34,No,delhi
21044,243,2024-01-05,January,2024,Slow Internet,38,Yes,hyderabad
21045,288,2023-02-10,February,2023,Slow Internet,47,Yes,kolkata
21046,280,2023-05-23,May,2023,Call Drop,22,Yes,chennai
21047,244,2022-10-31,October,2022,Slow Internet,3,Yes,bangalore
21048,163,2023-11-01,November,2023,Slow Internet,1,Yes,hyderabad
21049,146,2022-10-12,October,2022,No Signal,53,Yes,mumbai
21050,67,2023-07-02,July,2023,Call Drop,64,Yes,hyderabad
21051,103,2024-03-20,March,2024,Slow Internet,44,No,delhi
21052,310,2022-01-29,January,2022,Call Drop,47,Yes,kolkata
21053,410,2023-01-26,January,2023,Call Drop,38,Yes,bangalore
21054,444,2023-02-20,February,2023,Slow Internet,63,Yes,chennai
21055,125,2024-02-06,February,2024,Slow Internet,41,Yes,bangalore
21056,117,2022-05-22,May,2022,No Signal,21,Yes,kolkata
21057,472,2023-10-08,October,2023,No Signal,45,Yes,bangalore
21058,251,2023-10-18,October,2023,No Signal,13,Yes,kolkata
21059,321,2024-03-19,March,2024,Slow Internet,66,Yes,hyderabad
21060,435,2024-05-29,May,2024,No Signal,66,Yes,bangalore
21061,370,2022-12-07,December,2022,Call Drop,43,Yes,kolkata
21062,226,2022-09-02,September,2022,No Signal,62,Yes,chennai
21063,188,2024-02-05,February,2024,No Signal,48,Yes,delhi
21064,187,2024-05-25,May,2024,No Signal,26,Yes,chennai
21065,76,2022-01-05,January,2022,Call Drop,61,Yes,mumbai
21066,273,2023-03-25,March,2023,Call Drop,62,Yes,kolkata
21067,469,2022-09-23,September,2022,Slow Internet,14,Yes,bangalore
21068,149,2023-05-06,May,2023,No Signal,54,Yes,chennai
21069,195,2022-08-27,August,2022,Call Drop,41,Yes,hyderabad
21070,364,2022-09-07,September,2022,Call Drop,60,Yes,delhi
21071,284,2022-10-18,October,2022,Call Drop,9,Yes,chennai
21072,473,2023-06-27,June,2023,Slow Internet,44,No,delhi
21073,44,2023-09-24,September,2023,Slow Internet,56,Yes,mumbai
21074,454,2022-03-20,March,2022,Slow Internet,3,Yes,chennai
21075,446,2023-06-05,June,2023,No Signal,59,Yes,kolkata
21076,170,2023-03-26,March,2023,Call Drop,13,Yes,delhi
21077,94,2023-07-10,July,2023,Slow Internet,30,Yes,delhi
21078,224,2024-06-02,June,2024,Slow Internet,53,Yes,delhi
21079,278,2024-01-04,January,2024,Call Drop,51,Yes,hyderabad
21080,38,2022-05-24,May,2022,Call Drop,42,Yes,mumbai
21081,270,2022-04-30,April,2022,No Signal,26,Yes,delhi
21082,482,2023-07-19,July,2023,No Signal,59,Yes,mumbai
21083,235,2023-07-31,July,2023,No Signal,69,Yes,kolkata
21084,111,2022-06-25,June,2022,Slow Internet,3,Yes,mumbai
21085,378,2022-03-11,March,2022,Slow Internet,41,No,delhi
21086,410,2024-03-24,March,2024,Call Drop,1,No,bangalore
21087,168,2023-09-25,September,2023,No Signal,65,Yes,delhi
21088,54,2024-06-07,June,2024,Call Drop,70,No,bangalore
21089,397,2022-07-22,July,2022,No Signal,50,Yes,bangalore
21090,127,2024-03-11,March,2024,No Signal,59,Yes,delhi
21091,478,2022-06-29,June,2022,No Signal,63,No,chennai
21092,275,2023-08-16,August,2023,No Signal,25,Yes,bangalore
21093,42,2023-07-21,July,2023,Call Drop,10,Yes,kolkata
21094,41,2023-11-22,November,2023,Call Drop,1,Yes,kolkata
21095,50,2023-09-02,September,2023,Slow Internet,14,Yes,hyderabad
21096,487,2022-04-20,April,2022,No Signal,21,Yes,bangalore
21097,387,2023-02-28,February,2023,Call Drop,58,Yes,bangalore
21098,159,2023-10-27,October,2023,No Signal,38,Yes,delhi
21099,332,2023-05-18,May,2023,No Signal,1,Yes,mumbai
21100,399,2023-02-10,February,2023,Slow Internet,5,No,hyderabad
21101,182,2023-09-29,September,2023,Slow Internet,44,Yes,bangalore
21102,181,2022-04-01,April,2022,Call Drop,65,Yes,hyderabad
21103,429,2022-10-21,October,2022,Call Drop,57,Yes,hyderabad
21104,166,2023-01-28,January,2023,Slow Internet,45,Yes,delhi
21105,232,2022-02-06,February,2022,Call Drop,60,Yes,mumbai
21106,206,2023-06-01,June,2023,Call Drop,66,Yes,hyderabad
21107,355,2024-04-29,April,2024,Slow Internet,47,Yes,bangalore
21108,464,2023-10-24,October,2023,No Signal,26,Yes,delhi
21109,50,2024-05-27,May,2024,No Signal,9,Yes,hyderabad
21110,408,2022-11-12,November,2022,Slow Internet,51,Yes,chennai
21111,401,2022-06-21,June,2022,No Signal,8,Yes,chennai
21112,146,2023-02-10,February,2023,No Signal,5,Yes,mumbai
21113,298,2022-09-19,September,2022,Slow Internet,39,Yes,mumbai
21114,145,2023-04-29,April,2023,Call Drop,68,Yes,chennai
21115,16,2022-01-27,January,2022,Slow Internet,40,Yes,bangalore
21116,85,2023-05-10,May,2023,Slow Internet,36,Yes,hyderabad
21117,216,2022-02-24,February,2022,No Signal,21,Yes,chennai
21118,482,2024-04-11,April,2024,Slow Internet,26,Yes,mumbai
21119,52,2022-09-06,September,2022,No Signal,56,Yes,chennai
21120,36,2022-09-30,September,2022,Slow Internet,57,Yes,chennai
21121,107,2022-09-16,September,2022,Call Drop,59,No,chennai
21122,219,2024-02-17,February,2024,No Signal,7,Yes,bangalore
21123,423,2022-07-10,July,2022,Slow Internet,42,Yes,bangalore
21124,337,2023-07-29,July,2023,No Signal,13,Yes,mumbai
21125,409,2024-05-06,May,2024,Slow Internet,34,No,kolkata
21126,371,2023-03-22,March,2023,Slow Internet,53,Yes,delhi
21127,486,2024-05-02,May,2024,Slow Internet,46,Yes,chennai
21128,298,2023-05-17,May,2023,No Signal,57,Yes,mumbai
21129,254,2023-09-08,September,2023,No Signal,61,Yes,bangalore
21130,405,2023-01-28,January,2023,Call Drop,56,Yes,chennai
21131,68,2023-02-12,February,2023,Call Drop,29,Yes,bangalore
21132,473,2024-03-10,March,2024,Call Drop,14,Yes,delhi
21133,187,2024-02-10,February,2024,Call Drop,68,Yes,chennai
21134,124,2023-11-04,November,2023,Slow Internet,71,Yes,kolkata
21135,30,2023-11-14,November,2023,No Signal,13,Yes,hyderabad
21136,185,2022-04-19,April,2022,Slow Internet,17,Yes,mumbai
21137,289,2023-10-14,October,2023,No Signal,29,Yes,hyderabad
21138,359,2023-08-28,August,2023,No Signal,2,Yes,mumbai
21139,474,2022-04-13,April,2022,Slow Internet,62,Yes,hyderabad
21140,473,2022-08-14,August,2022,Slow Internet,20,Yes,delhi
21141,53,2022-12-19,December,2022,No Signal,56,Yes,mumbai
21142,400,2022-06-09,June,2022,Call Drop,52,Yes,mumbai
21143,177,2023-02-08,February,2023,Call Drop,25,Yes,kolkata
21144,472,2023-12-08,December,2023,No Signal,62,No,bangalore
21145,133,2022-11-20,November,2022,Slow Internet,17,Yes,kolkata
21146,362,2022-05-25,May,2022,Slow Internet,39,Yes,delhi
21147,487,2024-01-24,January,2024,No Signal,10,Yes,bangalore
21148,77,2023-04-10,April,2023,Slow Internet,59,Yes,delhi
21149,350,2022-05-12,May,2022,No Signal,25,Yes,delhi
21150,60,2022-04-03,April,2022,No Signal,28,Yes,hyderabad
21151,455,2022-09-30,September,2022,No Signal,61,Yes,delhi
21152,367,2023-12-05,December,2023,Slow Internet,58,Yes,kolkata
21153,465,2023-06-18,June,2023,Call Drop,44,Yes,bangalore
21154,311,2022-07-13,July,2022,No Signal,23,Yes,chennai
21155,91,2022-06-19,June,2022,Slow Internet,17,Yes,chennai
21156,419,2023-04-05,April,2023,Call Drop,38,Yes,kolkata
21157,453,2022-01-11,January,2022,No Signal,30,Yes,bangalore
21158,298,2022-06-30,June,2022,Call Drop,19,Yes,mumbai
21159,325,2022-08-20,August,2022,Slow Internet,32,Yes,kolkata
21160,280,2022-01-29,January,2022,Call Drop,20,Yes,chennai
21161,199,2023-06-16,June,2023,Call Drop,64,Yes,kolkata
21162,455,2022-01-05,January,2022,Slow Internet,36,Yes,delhi
21163,118,2023-06-30,June,2023,No Signal,65,Yes,hyderabad
