usage_id,customer_id,usage_date,usage_month,usage_year,data_used_gb,call_minutes,network_type,usage_category,heavy_usage_flag
11440,450,2023-03-18,March,2023,7.81,243,4G,High Usage,Heavy User
11441,324,2023-01-31,January,2023,0.6,291,4G,Normal Usage,Normal User
11442,478,2023-12-29,December,2023,1.82,284,4G,Normal Usage,Normal User
11443,161,2023-08-04,August,2023,3.33,179,4G,Normal Usage,Normal User
11444,127,2022-03-25,March,2022,2.03,173,4G,Normal Usage,Normal User
11445,420,2023-09-07,September,2023,6.61,110,5G,High Usage,Heavy User
11446,82,2023-07-05,July,2023,1.19,174,4G,Normal Usage,Normal User
11447,485,2022-01-13,January,2022,1.56,152,4G,Normal Usage,Normal User
11448,147,2024-03-19,March,2024,0.23,216,4G,Normal Usage,Normal User
11449,239,2024-04-04,April,2024,2.35,296,4G,Normal Usage,Normal User
11450,412,2023-11-24,November,2023,0.85,239,4G,Normal Usage,Normal User
11451,424,2023-05-08,May,2023,0.44,225,4G,Normal Usage,Normal User
11452,84,2022-09-25,September,2022,1.97,185,4G,Normal Usage,Normal User
11453,113,2023-06-09,June,2023,1.9,47,4G,Normal Usage,Normal User
11454,225,2022-04-30,April,2022,0.2,207,5G,Normal Usage,Normal User
11455,332,2022-12-19,December,2022,3.0,156,5G,Normal Usage,Normal User
11456,378,2022-02-26,February,2022,2.44,224,4G,Normal Usage,Normal User
11457,243,2022-02-09,February,2022,0.52,143,4G,Normal Usage,Normal User
11458,143,2024-06-04,June,2024,1.58,110,4G,Normal Usage,Normal User
11459,41,2022-12-02,December,2022,3.19,131,4G,Normal Usage,Normal User
11460,423,2023-10-02,October,2023,1.88,112,5G,Normal Usage,Normal User
11461,258,2022-06-22,June,2022,1.26,88,4G,Normal Usage,Normal User
11462,447,2023-07-01,July,2023,0.97,160,4G,Normal Usage,Normal User
11463,285,2022-09-16,September,2022,2.36,74,4G,Normal Usage,Normal User
11464,105,2024-06-06,June,2024,7.0,280,5G,High Usage,Heavy User
11465,202,2023-06-01,June,2023,2.78,6,5G,Normal Usage,Normal User
11466,450,2023-12-31,December,2023,0.19,112,5G,Normal Usage,Normal User
11467,307,2023-06-07,June,2023,1.54,35,4G,Normal Usage,Normal User
11468,331,2024-06-12,June,2024,5.54,265,4G,Normal Usage,Normal User
11469,461,2024-04-18,April,2024,0.25,112,4G,Normal Usage,Normal User
11470,266,2022-04-27,April,2022,11.25,291,4G,High Usage,Heavy User
11471,398,2022-07-03,July,2022,7.44,222,4G,High Usage,Heavy User
11472,210,2024-05-23,May,2024,0.2,210,4G,Normal Usage,Normal User
11473,51,2022-04-26,April,2022,6.77,17,4G,High Usage,Heavy User
11474,118,2022-06-11,June,2022,1.13,240,5G,Normal Usage,Normal User
11475,201,2023-08-02,August,2023,4.66,133,4G,Normal Usage,Normal User
11476,377,2023-12-13,December,2023,1.35,219,4G,Normal Usage,Normal User
11477,39,2023-06-27,June,2023,1.45,101,4G,Normal Usage,Normal User
11478,28,2023-08-10,August,2023,2.51,139,4G,Normal Usage,Normal User
11479,259,2022-08-25,August,2022,3.72,168,4G,Normal Usage,Normal User
11480,84,2024-04-18,April,2024,0.09,190,4G,Normal Usage,Normal User
11481,454,2022-03-07,March,2022,2.25,24,4G,Normal Usage,Normal User
11482,155,2022-03-11,March,2022,0.52,32,4G,Normal Usage,Normal User
11483,117,2024-03-19,March,2024,1.06,5,4G,Normal Usage,Normal User
11484,2,2023-03-23,March,2023,1.07,193,4G,Normal Usage,Normal User
11485,93,2023-02-20,February,2023,1.58,229,4G,Normal Usage,Normal User
11486,166,2023-06-16,June,2023,1.02,136,4G,Normal Usage,Normal User
11487,387,2023-03-17,March,2023,0.28,215,4G,Normal Usage,Normal User
11488,400,2024-01-08,January,2024,0.39,182,5G,Normal Usage,Normal User
11489,350,2023-04-09,April,2023,0.09,167,4G,Normal Usage,Normal User
11490,296,2023-01-31,January,2023,1.59,281,4G,Normal Usage,Normal User
11491,258,2023-12-12,December,2023,7.72,37,5G,High Usage,Heavy User
11492,81,2023-07-05,July,2023,0.31,162,5G,Normal Usage,Normal User
11493,425,2023-10-19,October,2023,7.31,141,5G,High Usage,Heavy User
11494,268,2023-07-11,July,2023,3.3,247,4G,Normal Usage,Normal User
11495,419,2023-01-30,January,2023,2.54,102,4G,Normal Usage,Normal User
11496,235,2022-11-22,November,2022,2.59,198,4G,Normal Usage,Normal User
11497,321,2024-06-11,June,2024,4.38,199,4G,Normal Usage,Normal User
11498,311,2022-04-01,April,2022,0.28,41,5G,Normal Usage,Normal User
11499,301,2024-01-20,January,2024,1.76,146,4G,Normal Usage,Normal User
11500,463,2022-03-11,March,2022,2.99,65,5G,Normal Usage,Normal User
11501,474,2022-06-15,June,2022,2.21,192,4G,Normal Usage,Normal User
11502,357,2023-10-04,October,2023,4.47,297,4G,Normal Usage,Normal User
11503,213,2022-08-02,August,2022,0.19,37,5G,Normal Usage,Normal User
11504,62,2024-05-01,May,2024,2.93,140,5G,Normal Usage,Normal User
11505,49,2023-08-24,August,2023,1.91,105,5G,Normal Usage,Normal User
11506,127,2022-12-01,December,2022,1.19,151,5G,Normal Usage,Normal User
11507,223,2024-02-03,February,2024,1.04,37,4G,Normal Usage,Normal User
11508,409,2023-01-04,January,2023,2.42,96,4G,Normal Usage,Normal User
11509,279,2024-05-10,May,2024,5.54,107,5G,Normal Usage,Normal User
11510,408,2023-08-07,August,2023,1.71,118,4G,Normal Usage,Normal User
11511,294,2023-11-08,November,2023,4.35,150,4G,Normal Usage,Normal User
11512,284,2022-02-18,February,2022,1.29,73,4G,Normal Usage,Normal User
11513,277,2022-02-21,February,2022,0.27,56,4G,Normal Usage,Normal User
11514,438,2022-10-16,October,2022,0.16,251,4G,Normal Usage,Normal User
11515,107,2024-02-29,February,2024,0.13,291,5G,Normal Usage,Normal User
11516,146,2023-09-18,September,2023,1.2,254,4G,Normal Usage,Normal User
11517,420,2022-08-27,August,2022,1.03,253,4G,Normal Usage,Normal User
11518,99,2022-05-13,May,2022,3.16,258,5G,Normal Usage,Normal User
11519,429,2024-02-25,February,2024,3.39,269,4G,Normal Usage,Normal User
11520,375,2022-06-15,June,2022,0.13,33,5G,Normal Usage,Normal User
11521,73,2023-01-09,January,2023,0.62,237,4G,Normal Usage,Normal User
11522,437,2023-01-08,January,2023,0.8,178,5G,Normal Usage,Normal User
11523,486,2024-03-15,March,2024,1.98,103,4G,Normal Usage,Normal User
11524,122,2023-04-23,April,2023,0.39,28,4G,Normal Usage,Normal User
11525,30,2024-01-25,January,2024,0.36,226,5G,Normal Usage,Normal User
11526,188,2023-04-24,April,2023,7.2,231,5G,High Usage,Heavy User
11527,364,2024-04-11,April,2024,4.08,116,4G,Normal Usage,Normal User
11528,354,2023-10-12,October,2023,0.5,206,5G,Normal Usage,Normal User
11529,288,2023-08-14,August,2023,1.3,184,4G,Normal Usage,Normal User
11530,451,2023-11-13,November,2023,1.1,137,5G,Normal Usage,Normal User
11531,195,2023-09-27,September,2023,3.91,163,4G,Normal Usage,Normal User
11532,156,2023-11-19,November,2023,1.78,74,4G,Normal Usage,Normal User
11533,172,2022-10-27,October,2022,0.34,232,4G,Normal Usage,Normal User
11534,335,2022-03-23,March,2022,3.36,283,4G,Normal Usage,Normal User
11535,41,2022-03-28,March,2022,1.26,254,4G,Normal Usage,Normal User
11536,63,2022-08-13,August,2022,0.76,8,4G,Normal Usage,Normal User
11537,23,2022-01-16,January,2022,1.18,202,4G,Normal Usage,Normal User
11538,360,2024-04-01,April,2024,1.72,90,4G,Normal Usage,Normal User
11539,75,2022-12-24,December,2022,1.05,149,4G,Normal Usage,Normal User
11540,48,2022-06-12,June,2022,0.69,175,5G,Normal Usage,Normal User
11541,160,2023-09-02,September,2023,1.27,32,4G,Normal Usage,Normal User
11542,313,2023-10-30,October,2023,0.05,183,5G,Normal Usage,Normal User
11543,118,2023-05-29,May,2023,3.7,156,5G,Normal Usage,Normal User
11544,100,2022-12-16,December,2022,0.47,52,4G,Normal Usage,Normal User
11545,380,2023-11-12,November,2023,0.11,295,5G,Normal Usage,Normal User
11546,417,2023-04-09,April,2023,2.65,201,4G,Normal Usage,Normal User
11547,408,2024-04-06,April,2024,3.72,273,4G,Normal Usage,Normal User
11548,167,2024-04-16,April,2024,4.2,174,4G,Normal Usage,Normal User
11549,290,2023-01-10,January,2023,1.7,243,4G,Normal Usage,Normal User
11550,440,2022-04-02,April,2022,0.57,268,5G,Normal Usage,Normal User
11551,156,2022-06-30,June,2022,3.34,73,4G,Normal Usage,Normal User
11552,421,2024-01-13,January,2024,3.01,95,4G,Normal Usage,Normal User
11553,7,2022-10-28,October,2022,0.71,172,5G,Normal Usage,Normal User
11554,196,2023-10-22,October,2023,5.84,154,4G,Normal Usage,Normal User
11555,421,2024-03-02,March,2024,0.28,182,4G,Normal Usage,Normal User
11556,56,2022-07-08,July,2022,10.14,288,4G,High Usage,Heavy User
11557,321,2024-05-08,May,2024,4.92,257,5G,Normal Usage,Normal User
11558,193,2024-05-11,May,2024,2.91,74,5G,Normal Usage,Normal User
11559,47,2022-11-10,November,2022,6.98,173,4G,High Usage,Heavy User
11560,148,2023-05-08,May,2023,3.2,230,4G,Normal Usage,Normal User
11561,275,2022-05-08,May,2022,0.53,246,4G,Normal Usage,Normal User
11562,157,2023-06-03,June,2023,1.46,160,4G,Normal Usage,Normal User
11563,202,2023-03-02,March,2023,0.19,185,5G,Normal Usage,Normal User
11564,444,2023-07-13,July,2023,1.23,142,4G,Normal Usage,Normal User
11565,402,2023-07-19,July,2023,3.38,281,4G,Normal Usage,Normal User
11566,476,2022-07-06,July,2022,1.22,127,5G,Normal Usage,Normal User
11567,419,2023-07-04,July,2023,1.0,165,5G,Normal Usage,Normal User
11568,427,2023-03-29,March,2023,2.26,26,4G,Normal Usage,Normal User
11569,495,2023-04-16,April,2023,5.14,245,4G,Normal Usage,Normal User
11570,479,2024-01-08,January,2024,0.12,134,4G,Normal Usage,Normal User
11571,475,2023-07-19,July,2023,1.22,201,4G,Normal Usage,Normal User
11572,126,2022-08-12,August,2022,0.43,20,4G,Normal Usage,Normal User
11573,395,2022-06-03,June,2022,2.97,78,4G,Normal Usage,Normal User
11574,305,2023-07-14,July,2023,0.28,157,5G,Normal Usage,Normal User
11575,369,2022-12-17,December,2022,2.73,93,5G,Normal Usage,Normal User
11576,294,2022-05-27,May,2022,0.84,7,4G,Normal Usage,Normal User
11577,64,2023-07-30,July,2023,0.55,258,4G,Normal Usage,Normal User
11578,325,2022-12-15,December,2022,6.89,54,5G,High Usage,Heavy User
11579,392,2022-07-01,July,2022,0.05,35,5G,Normal Usage,Normal User
11580,418,2023-09-29,September,2023,1.44,5,5G,Normal Usage,Normal User
11581,176,2022-06-28,June,2022,0.05,41,4G,Normal Usage,Normal User
11582,116,2022-02-08,February,2022,1.65,49,4G,Normal Usage,Normal User
11583,440,2024-02-11,February,2024,1.74,111,5G,Normal Usage,Normal User
11584,204,2024-06-12,June,2024,0.97,145,4G,Normal Usage,Normal User
11585,486,2022-01-03,January,2022,0.35,229,4G,Normal Usage,Normal User
11586,321,2022-03-05,March,2022,1.18,210,4G,Normal Usage,Normal User
11587,31,2022-01-29,January,2022,2.79,29,5G,Normal Usage,Normal User
11588,388,2023-01-07,January,2023,3.81,294,4G,Normal Usage,Normal User
11589,113,2023-06-07,June,2023,1.89,115,5G,Normal Usage,Normal User
11590,365,2022-04-07,April,2022,2.23,225,4G,Normal Usage,Normal User
11591,434,2024-05-19,May,2024,0.56,58,5G,Normal Usage,Normal User
11592,325,2023-03-18,March,2023,0.85,75,4G,Normal Usage,Normal User
11593,414,2022-07-22,July,2022,0.44,215,4G,Normal Usage,Normal User
11594,376,2023-02-15,February,2023,0.72,131,5G,Normal Usage,Normal User
11595,344,2022-01-21,January,2022,0.64,80,5G,Normal Usage,Normal User
11596,443,2023-07-05,July,2023,1.83,66,5G,Normal Usage,Normal User
11597,67,2024-01-05,January,2024,2.07,229,4G,Normal Usage,Normal User
11598,75,2022-04-12,April,2022,7.25,276,4G,High Usage,Heavy User
11599,45,2022-02-15,February,2022,0.54,71,4G,Normal Usage,Normal User
11600,260,2022-03-07,March,2022,2.57,208,4G,Normal Usage,Normal User
11601,154,2023-08-26,August,2023,4.25,271,5G,Normal Usage,Normal User
11602,155,2022-06-13,June,2022,2.05,143,4G,Normal Usage,Normal User
11603,430,2022-04-21,April,2022,0.74,250,4G,Normal Usage,Normal User
11604,363,2022-12-04,December,2022,0.76,283,4G,Normal Usage,Normal User
11605,448,2022-05-03,May,2022,0.1,178,4G,Normal Usage,Normal User
11606,475,2023-12-06,December,2023,0.91,79,5G,Normal Usage,Normal User
11607,234,2023-03-23,March,2023,3.41,56,4G,Normal Usage,Normal User
11608,51,2023-09-03,September,2023,0.12,173,4G,Normal Usage,Normal User
11609,306,2022-10-18,October,2022,0.62,237,5G,Normal Usage,Normal User
11610,262,2023-11-02,November,2023,3.06,165,4G,Normal Usage,Normal User
11611,315,2023-02-16,February,2023,3.82,83,4G,Normal Usage,Normal User
11612,125,2023-09-07,September,2023,1.52,47,4G,Normal Usage,Normal User
11613,399,2024-06-15,June,2024,2.99,126,4G,Normal Usage,Normal User
11614,245,2022-10-08,October,2022,1.23,168,4G,Normal Usage,Normal User
11615,30,2022-02-12,February,2022,0.44,66,4G,Normal Usage,Normal User
11616,426,2023-05-01,May,2023,1.27,193,4G,Normal Usage,Normal User
11617,485,2023-08-19,August,2023,2.17,154,4G,Normal Usage,Normal User
11618,122,2023-12-04,December,2023,7.39,159,4G,High Usage,Heavy User
11619,125,2022-02-20,February,2022,0.18,183,4G,Normal Usage,Normal User
11620,37,2024-06-16,June,2024,1.77,265,5G,Normal Usage,Normal User
11621,170,2022-07-29,July,2022,1.0,167,4G,Normal Usage,Normal User
11622,124,2022-05-06,May,2022,1.77,144,5G,Normal Usage,Normal User
11623,357,2023-05-07,May,2023,0.06,185,4G,Normal Usage,Normal User
11624,35,2023-05-24,May,2023,0.94,261,4G,Normal Usage,Normal User
11625,87,2023-08-04,August,2023,4.29,273,4G,Normal Usage,Normal User
11626,134,2024-02-16,February,2024,2.02,222,5G,Normal Usage,Normal User
11627,196,2022-09-15,September,2022,1.5,41,4G,Normal Usage,Normal User
11628,274,2022-07-07,July,2022,0.84,3,4G,Normal Usage,Normal User
11629,201,2022-08-18,August,2022,0.88,275,5G,Normal Usage,Normal User
11630,369,2022-07-08,July,2022,1.21,283,5G,Normal Usage,Normal User
11631,285,2023-02-19,February,2023,4.51,192,4G,Normal Usage,Normal User
11632,77,2022-01-10,January,2022,8.54,103,5G,High Usage,Heavy User
11633,59,2022-04-24,April,2022,1.44,246,5G,Normal Usage,Normal User
11634,431,2022-03-17,March,2022,1.25,299,4G,Normal Usage,Normal User
11635,126,2023-11-07,November,2023,4.69,22,4G,Normal Usage,Normal User
11636,500,2023-05-17,May,2023,1.39,12,4G,Normal Usage,Normal User
11637,401,2022-03-26,March,2022,2.01,143,4G,Normal Usage,Normal User
11638,109,2022-02-18,February,2022,0.66,217,5G,Normal Usage,Normal User
11639,224,2023-05-10,May,2023,3.4,182,4G,Normal Usage,Normal User
11640,496,2024-04-17,April,2024,1.9,241,4G,Normal Usage,Normal User
11641,278,2023-11-20,November,2023,4.14,192,5G,Normal Usage,Normal User
11642,68,2023-01-22,January,2023,3.79,271,4G,Normal Usage,Normal User
11643,69,2023-01-24,January,2023,0.61,164,5G,Normal Usage,Normal User
11644,165,2022-08-06,August,2022,3.14,179,5G,Normal Usage,Normal User
11645,489,2023-12-02,December,2023,4.02,116,5G,Normal Usage,Normal User
11646,305,2022-12-12,December,2022,1.06,265,5G,Normal Usage,Normal User
11647,397,2022-08-18,August,2022,0.47,37,4G,Normal Usage,Normal User
11648,162,2022-09-12,September,2022,0.01,43,4G,Normal Usage,Normal User
11649,365,2022-08-24,August,2022,1.5,73,4G,Normal Usage,Normal User
11650,342,2022-01-26,January,2022,1.09,225,4G,Normal Usage,Normal User
11651,309,2023-08-07,August,2023,2.02,12,4G,Normal Usage,Normal User
11652,379,2022-09-18,September,2022,0.52,11,4G,Normal Usage,Normal User
11653,343,2024-02-05,February,2024,4.91,49,5G,Normal Usage,Normal User
11654,435,2022-09-28,September,2022,0.75,248,5G,Normal Usage,Normal User
11655,387,2022-05-03,May,2022,0.64,118,4G,Normal Usage,Normal User
11656,42,2023-10-18,October,2023,1.64,56,4G,Normal Usage,Normal User
11657,354,2022-09-14,September,2022,1.73,181,4G,Normal Usage,Normal User
11658,416,2023-10-18,October,2023,0.61,263,5G,Normal Usage,Normal User
11659,109,2023-02-25,February,2023,0.79,105,4G,Normal Usage,Normal User
11660,51,2022-09-16,September,2022,0.46,190,4G,Normal Usage,Normal User
11661,250,2022-02-16,February,2022,3.17,136,4G,Normal Usage,Normal User
11662,497,2024-05-12,May,2024,3.68,187,4G,Normal Usage,Normal User
11663,341,2023-06-09,June,2023,1.55,119,5G,Normal Usage,Normal User
11664,430,2024-06-06,June,2024,3.13,241,4G,Normal Usage,Normal User
11665,383,2022-07-27,July,2022,3.33,71,4G,Normal Usage,Normal User
11666,492,2022-11-07,November,2022,0.37,242,5G,Normal Usage,Normal User
11667,21,2024-01-17,January,2024,8.47,130,5G,High Usage,Heavy User
11668,300,2022-05-29,May,2022,4.3,268,5G,Normal Usage,Normal User
11669,139,2024-04-13,April,2024,0.57,51,4G,Normal Usage,Normal User
11670,359,2023-03-14,March,2023,0.51,61,4G,Normal Usage,Normal User
11671,324,2022-06-04,June,2022,0.34,118,4G,Normal Usage,Normal User
11672,499,2023-11-09,November,2023,0.37,263,4G,Normal Usage,Normal User
11673,385,2022-03-31,March,2022,3.45,238,4G,Normal Usage,Normal User
11674,92,2023-11-29,November,2023,1.59,254,4G,Normal Usage,Normal User
11675,447,2024-04-09,April,2024,3.82,172,4G,Normal Usage,Normal User
11676,280,2022-12-24,December,2022,3.43,236,5G,Normal Usage,Normal User
11677,125,2022-06-23,June,2022,2.32,94,4G,Normal Usage,Normal User
11678,483,2022-08-05,August,2022,2.9,56,5G,Normal Usage,Normal User
11679,397,2023-04-01,April,2023,0.05,66,4G,Normal Usage,Normal User
11680,111,2024-02-15,February,2024,0.93,45,4G,Normal Usage,Normal User
11681,354,2023-09-01,September,2023,2.54,93,4G,Normal Usage,Normal User
11682,139,2023-09-21,September,2023,0.02,137,5G,Normal Usage,Normal User
11683,484,2022-07-18,July,2022,0.08,92,4G,Normal Usage,Normal User
11684,435,2024-04-11,April,2024,4.77,231,5G,Normal Usage,Normal User
11685,273,2023-05-01,May,2023,2.88,48,4G,Normal Usage,Normal User
11686,99,2023-06-17,June,2023,0.77,22,5G,Normal Usage,Normal User
11687,252,2022-07-19,July,2022,2.91,61,4G,Normal Usage,Normal User
11688,338,2023-01-06,January,2023,3.93,266,5G,Normal Usage,Normal User
11689,104,2024-05-02,May,2024,0.92,117,4G,Normal Usage,Normal User
11690,214,2023-03-24,March,2023,0.09,87,5G,Normal Usage,Normal User
11691,249,2022-09-05,September,2022,6.75,88,4G,High Usage,Heavy User
11692,152,2024-02-27,February,2024,1.06,54,4G,Normal Usage,Normal User
11693,250,2022-09-21,September,2022,0.28,152,5G,Normal Usage,Normal User
11694,275,2022-02-27,February,2022,1.69,238,4G,Normal Usage,Normal User
11695,165,2022-10-29,October,2022,3.66,264,4G,Normal Usage,Normal User
11696,487,2022-01-31,January,2022,0.63,267,5G,Normal Usage,Normal User
11697,341,2023-05-13,May,2023,0.79,112,4G,Normal Usage,Normal User
11698,8,2022-09-06,September,2022,0.7,165,4G,Normal Usage,Normal User
11699,284,2023-08-28,August,2023,11.97,155,4G,High Usage,Heavy User
11700,5,2024-02-16,February,2024,0.55,7,5G,Normal Usage,Normal User
11701,145,2022-09-28,September,2022,2.14,201,4G,Normal Usage,Normal User
11702,101,2023-08-29,August,2023,6.48,216,4G,High Usage,Heavy User
11703,164,2023-10-28,October,2023,0.4,291,5G,Normal Usage,Normal User
11704,374,2023-01-29,January,2023,8.84,49,5G,High Usage,Heavy User
11705,147,2024-03-07,March,2024,7.37,106,5G,High Usage,Heavy User
11706,64,2023-05-17,May,2023,5.4,8,5G,Normal Usage,Normal User
11707,91,2023-08-15,August,2023,0.6,232,4G,Normal Usage,Normal User
11708,117,2024-03-14,March,2024,2.51,187,4G,Normal Usage,Normal User
11709,354,2022-03-25,March,2022,3.58,109,4G,Normal Usage,Normal User
11710,267,2022-12-31,December,2022,10.68,144,5G,High Usage,Heavy User
11711,310,2024-06-04,June,2024,0.5,227,5G,Normal Usage,Normal User
11712,173,2023-07-03,July,2023,3.63,113,5G,Normal Usage,Normal User
11713,47,2022-12-08,December,2022,1.03,62,4G,Normal Usage,Normal User
11714,140,2024-04-18,April,2024,0.48,274,4G,Normal Usage,Normal User
11715,246,2023-02-11,February,2023,1.37,123,4G,Normal Usage,Normal User
11716,149,2023-03-01,March,2023,3.95,85,4G,Normal Usage,Normal User
11717,246,2024-01-14,January,2024,1.56,69,5G,Normal Usage,Normal User
11718,395,2022-04-03,April,2022,1.93,46,4G,Normal Usage,Normal User
11719,487,2024-04-27,April,2024,13.33,198,4G,High Usage,Heavy User
11720,476,2023-09-06,September,2023,1.27,200,5G,Normal Usage,Normal User
11721,5,2023-02-16,February,2023,2.39,275,4G,Normal Usage,Normal User
11722,465,2023-03-08,March,2023,1.14,36,4G,Normal Usage,Normal User
11723,184,2023-11-09,November,2023,1.25,202,4G,Normal Usage,Normal User
11724,20,2022-06-08,June,2022,2.97,129,5G,Normal Usage,Normal User
11725,425,2022-01-14,January,2022,6.95,291,5G,High Usage,Heavy User
11726,46,2023-01-08,January,2023,1.95,63,4G,Normal Usage,Normal User
11727,12,2022-08-13,August,2022,3.66,262,4G,Normal Usage,Normal User
11728,70,2023-05-20,May,2023,0.23,119,4G,Normal Usage,Normal User
11729,17,2022-03-14,March,2022,0.59,277,4G,Normal Usage,Normal User
11730,371,2022-09-06,September,2022,1.74,201,4G,Normal Usage,Normal User
11731,147,2023-05-26,May,2023,0.05,45,4G,Normal Usage,Normal User
11732,154,2023-08-26,August,2023,0.73,167,4G,Normal Usage,Normal User
11733,304,2022-08-04,August,2022,1.82,109,5G,Normal Usage,Normal User
11734,108,2023-08-25,August,2023,0.04,45,4G,Normal Usage,Normal User
11735,236,2023-06-25,June,2023,0.77,211,4G,Normal Usage,Normal User
11736,308,2024-03-27,March,2024,1.8,27,4G,Normal Usage,Normal User
11737,352,2022-08-08,August,2022,2.13,86,4G,Normal Usage,Normal User
11738,70,2024-04-19,April,2024,6.5,290,4G,High Usage,Heavy User
11739,183,2023-12-28,December,2023,2.59,156,4G,Normal Usage,Normal User
11740,250,2022-08-09,August,2022,1.34,264,5G,Normal Usage,Normal User
11741,228,2023-01-24,January,2023,6.66,264,5G,High Usage,Heavy User
11742,102,2023-07-08,July,2023,3.84,21,5G,Normal Usage,Normal User
11743,75,2023-10-09,October,2023,0.56,255,4G,Normal Usage,Normal User
11744,417,2022-02-11,February,2022,0.35,190,5G,Normal Usage,Normal User
11745,446,2023-11-07,November,2023,2.82,231,4G,Normal Usage,Normal User
11746,216,2024-05-22,May,2024,2.05,185,5G,Normal Usage,Normal User
11747,407,2022-10-10,October,2022,3.9,182,4G,Normal Usage,Normal User
11748,399,2022-02-27,February,2022,3.36,201,4G,Normal Usage,Normal User
11749,411,2024-03-24,March,2024,2.45,64,4G,Normal Usage,Normal User
11750,203,2024-04-13,April,2024,10.74,42,5G,High Usage,Heavy User
11751,192,2023-06-21,June,2023,1.91,220,5G,Normal Usage,Normal User
11752,249,2022-03-14,March,2022,0.3,16,5G,Normal Usage,Normal User
11753,499,2024-06-03,June,2024,4.4,284,4G,Normal Usage,Normal User
11754,242,2022-05-09,May,2022,0.73,182,4G,Normal Usage,Normal User
11755,465,2023-08-22,August,2023,3.75,43,5G,Normal Usage,Normal User
11756,179,2024-04-21,April,2024,7.87,187,4G,High Usage,Heavy User
11757,437,2023-03-02,March,2023,2.98,262,5G,Normal Usage,Normal User
11758,462,2023-10-27,October,2023,2.27,173,4G,Normal Usage,Normal User
11759,219,2023-11-25,November,2023,1.54,53,4G,Normal Usage,Normal User
11760,82,2022-05-05,May,2022,1.13,219,5G,Normal Usage,Normal User
11761,92,2022-03-08,March,2022,1.09,45,4G,Normal Usage,Normal User
11762,435,2022-01-06,January,2022,2.53,259,5G,Normal Usage,Normal User
11763,175,2023-09-29,September,2023,3.48,194,4G,Normal Usage,Normal User
11764,239,2022-11-10,November,2022,2.84,60,5G,Normal Usage,Normal User
11765,260,2022-11-22,November,2022,0.55,165,4G,Normal Usage,Normal User
11766,391,2023-07-19,July,2023,1.7,159,5G,Normal Usage,Normal User
11767,365,2023-08-01,August,2023,3.92,150,4G,Normal Usage,Normal User
11768,163,2024-04-05,April,2024,1.61,110,4G,Normal Usage,Normal User
11769,48,2023-05-21,May,2023,1.92,36,4G,Normal Usage,Normal User
11770,329,2022-03-23,March,2022,3.69,2,5G,Normal Usage,Normal User
11771,328,2023-08-22,August,2023,2.71,12,4G,Normal Usage,Normal User
11772,116,2022-01-02,January,2022,1.32,161,4G,Normal Usage,Normal User
11773,429,2022-07-23,July,2022,5.64,263,5G,Normal Usage,Normal User
11774,337,2023-10-24,October,2023,0.44,82,4G,Normal Usage,Normal User
11775,337,2024-03-15,March,2024,13.52,264,4G,High Usage,Heavy User
11776,369,2023-02-08,February,2023,0.32,218,4G,Normal Usage,Normal User
11777,225,2022-04-13,April,2022,0.04,145,5G,Normal Usage,Normal User
11778,352,2023-06-20,June,2023,5.52,297,4G,Normal Usage,Normal User
11779,328,2023-01-03,January,2023,0.7,296,4G,Normal Usage,Normal User
11780,147,2022-07-31,July,2022,3.27,160,5G,Normal Usage,Normal User
11781,63,2023-07-31,July,2023,4.17,228,5G,Normal Usage,Normal User
11782,294,2022-07-28,July,2022,4.9,233,4G,Normal Usage,Normal User
11783,323,2024-02-02,February,2024,11.95,88,5G,High Usage,Heavy User
11784,443,2024-06-15,June,2024,0.87,214,5G,Normal Usage,Normal User
11785,325,2022-04-27,April,2022,3.1,96,4G,Normal Usage,Normal User
11786,13,2023-09-20,September,2023,0.31,212,5G,Normal Usage,Normal User
11787,431,2024-01-19,January,2024,1.31,99,4G,Normal Usage,Normal User
11788,494,2023-04-23,April,2023,4.71,144,4G,Normal Usage,Normal User
11789,189,2022-04-15,April,2022,1.15,9,4G,Normal Usage,Normal User
11790,287,2023-05-10,May,2023,2.24,43,4G,Normal Usage,Normal User
11791,208,2024-02-10,February,2024,1.75,250,4G,Normal Usage,Normal User
11792,114,2022-02-15,February,2022,2.6,226,5G,Normal Usage,Normal User
11793,480,2024-04-02,April,2024,9.02,248,4G,High Usage,Heavy User
11794,22,2022-11-27,November,2022,0.14,168,4G,Normal Usage,Normal User
11795,349,2022-08-04,August,2022,2.13,129,4G,Normal Usage,Normal User
11796,214,2023-05-07,May,2023,4.97,18,5G,Normal Usage,Normal User
11797,171,2024-03-23,March,2024,1.64,234,4G,Normal Usage,Normal User
11798,323,2024-04-24,April,2024,0.2,0,4G,Normal Usage,Normal User
11799,54,2023-03-25,March,2023,2.06,129,4G,Normal Usage,Normal User
11800,394,2023-06-20,June,2023,1.01,26,5G,Normal Usage,Normal User
11801,298,2023-05-26,May,2023,0.42,1,4G,Normal Usage,Normal User
11802,320,2023-04-03,April,2023,4.73,249,5G,Normal Usage,Normal User
11803,126,2023-07-01,July,2023,1.84,221,4G,Normal Usage,Normal User
11804,277,2023-06-20,June,2023,6.77,137,4G,High Usage,Heavy User
11805,464,2023-06-24,June,2023,4.1,274,4G,Normal Usage,Normal User
11806,204,2023-04-29,April,2023,2.95,140,5G,Normal Usage,Normal User
