usage_id,customer_id,usage_date,usage_month,usage_year,data_used_gb,call_minutes,network_type,usage_category
11206,63,2023-09-04,September,2023,4.16,60,5G,Normal Usage
11207,73,2022-01-19,January,2022,0.11,87,4G,Normal Usage
11208,251,2023-06-13,June,2023,0.88,270,5G,Normal Usage
11209,124,2024-04-16,April,2024,0.82,31,4G,Normal Usage
11210,375,2023-02-27,February,2023,0.39,132,4G,Normal Usage
11211,121,2023-04-11,April,2023,0.85,63,5G,Normal Usage
11212,275,2023-01-08,January,2023,0.93,198,4G,Normal Usage
11213,431,2024-01-28,January,2024,1.84,255,4G,Normal Usage
11214,500,2024-02-02,February,2024,2.72,154,4G,Normal Usage
11215,398,2022-03-22,March,2022,1.20,230,4G,Normal Usage
11216,120,2023-07-05,July,2023,3.18,34,5G,Normal Usage
11217,422,2023-07-02,July,2023,1.02,25,5G,Normal Usage
11218,437,2023-02-28,February,2023,0.86,22,5G,Normal Usage
11219,317,2023-03-05,March,2023,1.95,140,4G,Normal Usage
11220,164,2023-01-23,January,2023,0.06,284,4G,Normal Usage
11221,424,2023-12-10,December,2023,0.21,155,5G,Normal Usage
11222,465,2023-11-01,November,2023,1.35,112,4G,Normal Usage
11223,286,2022-07-23,July,2022,7.16,138,4G,High Usage
11224,265,2022-07-15,July,2022,3.20,208,5G,Normal Usage
11225,320,2023-12-29,December,2023,0.23,85,4G,Normal Usage
11226,161,2022-10-12,October,2022,4.68,284,4G,Normal Usage
11227,376,2022-07-15,July,2022,3.29,59,4G,Normal Usage
11228,308,2022-11-03,November,2022,2.36,53,4G,Normal Usage
11229,89,2023-10-26,October,2023,4.29,92,4G,Normal Usage
11230,142,2022-01-14,January,2022,1.29,264,5G,Normal Usage
11231,203,2024-04-16,April,2024,0.63,212,4G,Normal Usage
11232,309,2022-05-26,May,2022,1.79,9,4G,Normal Usage
11233,227,2022-02-26,February,2022,1.99,202,5G,Normal Usage
11234,489,2023-12-24,December,2023,1.93,195,4G,Normal Usage
11235,443,2024-02-19,February,2024,2.08,57,4G,Normal Usage
11236,334,2022-07-29,July,2022,7.43,255,4G,High Usage
11237,222,2023-06-13,June,2023,5.81,222,5G,Normal Usage
11238,41,2024-03-08,March,2024,5.21,179,4G,Normal Usage
11239,196,2022-12-10,December,2022,4.04,34,4G,Normal Usage
11240,68,2023-12-16,December,2023,7.18,102,4G,High Usage
11241,476,2023-09-03,September,2023,0.26,160,4G,Normal Usage
11242,264,2022-10-06,October,2022,0.77,199,4G,Normal Usage
11243,2,2022-07-28,July,2022,1.71,159,4G,Normal Usage
11244,361,2023-10-03,October,2023,4.69,182,4G,Normal Usage
11245,125,2022-12-01,December,2022,1.76,135,4G,Normal Usage
11246,110,2022-10-15,October,2022,3.45,225,4G,Normal Usage
11247,86,2022-09-09,September,2022,0.37,242,4G,Normal Usage
11248,425,2022-09-22,September,2022,0.73,105,4G,Normal Usage
11249,120,2022-09-28,September,2022,3.29,70,5G,Normal Usage
11250,127,2023-12-01,December,2023,0.45,76,5G,Normal Usage
11251,255,2023-02-23,February,2023,1.08,53,5G,Normal Usage
11252,183,2023-12-27,December,2023,0.77,276,4G,Normal Usage
11253,16,2024-03-05,March,2024,1.08,110,4G,Normal Usage
11254,477,2022-07-30,July,2022,3.08,223,4G,Normal Usage
11255,62,2022-12-31,December,2022,1.15,74,4G,Normal Usage
11256,369,2022-03-17,March,2022,2.03,13,4G,Normal Usage
11257,432,2023-10-22,October,2023,0.26,257,4G,Normal Usage
11258,158,2022-11-17,November,2022,4.09,188,4G,Normal Usage
11259,268,2023-12-26,December,2023,1.15,238,4G,Normal Usage
11260,35,2023-03-09,March,2023,2.61,90,4G,Normal Usage
11261,267,2022-04-19,April,2022,3.23,183,4G,Normal Usage
11262,64,2023-10-03,October,2023,0.59,16,4G,Normal Usage
11263,494,2023-06-06,June,2023,5.40,11,4G,Normal Usage
11264,50,2022-02-16,February,2022,2.39,165,5G,Normal Usage
11265,469,2023-01-14,January,2023,1.40,145,4G,Normal Usage
11266,255,2024-04-06,April,2024,0.50,281,4G,Normal Usage
11267,149,2022-04-06,April,2022,7.13,36,5G,High Usage
11268,325,2022-04-13,April,2022,3.52,69,4G,Normal Usage
11269,304,2024-06-10,June,2024,0.58,168,4G,Normal Usage
11270,276,2024-05-03,May,2024,1.03,169,4G,Normal Usage
11271,357,2022-05-26,May,2022,4.15,252,4G,Normal Usage
11272,451,2024-05-29,May,2024,2.97,296,4G,Normal Usage
11273,172,2022-01-27,January,2022,3.63,141,4G,Normal Usage
11274,417,2024-01-02,January,2024,1.45,272,4G,Normal Usage
11275,201,2023-06-14,June,2023,3.15,224,5G,Normal Usage
11276,445,2023-11-10,November,2023,1.22,182,4G,Normal Usage
11277,393,2022-03-23,March,2022,0.59,220,4G,Normal Usage
11278,324,2023-03-04,March,2023,2.50,52,4G,Normal Usage
11279,35,2023-08-07,August,2023,9.33,117,4G,High Usage
11280,465,2024-04-01,April,2024,0.93,158,5G,Normal Usage
11281,482,2023-04-24,April,2023,1.54,135,4G,Normal Usage
11282,216,2024-02-05,February,2024,2.80,76,5G,Normal Usage
11283,480,2022-06-11,June,2022,1.95,44,4G,Normal Usage
11284,65,2024-04-18,April,2024,4.64,17,5G,Normal Usage
11285,8,2023-02-06,February,2023,3.59,204,4G,Normal Usage
11286,301,2023-05-23,May,2023,0.15,82,4G,Normal Usage
11287,343,2022-02-07,February,2022,16.13,49,5G,High Usage
11288,431,2023-05-26,May,2023,3.49,280,5G,Normal Usage
11289,424,2023-01-28,January,2023,4.99,165,4G,Normal Usage
11290,332,2023-12-14,December,2023,2.63,242,5G,Normal Usage
11291,438,2023-05-09,May,2023,4.85,163,4G,Normal Usage
11292,76,2022-07-19,July,2022,0.30,55,4G,Normal Usage
11293,174,2022-09-12,September,2022,1.07,38,4G,Normal Usage
11294,47,2022-06-28,June,2022,5.23,127,5G,Normal Usage
11295,15,2023-07-01,July,2023,0.56,121,5G,Normal Usage
11296,361,2023-08-17,August,2023,0.20,246,4G,Normal Usage
11297,147,2023-01-24,January,2023,3.88,185,4G,Normal Usage
11298,26,2023-02-02,February,2023,4.51,207,4G,Normal Usage
11299,308,2024-01-02,January,2024,0.44,238,4G,Normal Usage
11300,93,2022-06-07,June,2022,4.82,214,4G,Normal Usage
11301,406,2022-01-04,January,2022,2.90,291,4G,Normal Usage
11302,232,2022-06-16,June,2022,1.84,223,4G,Normal Usage
11303,21,2023-04-13,April,2023,4.43,87,4G,Normal Usage
11304,307,2023-02-13,February,2023,1.36,24,4G,Normal Usage
11305,38,2023-02-16,February,2023,0.54,219,5G,Normal Usage
11306,276,2022-07-23,July,2022,0.84,274,4G,Normal Usage
11307,157,2022-07-13,July,2022,1.76,134,4G,Normal Usage
11308,179,2022-08-23,August,2022,1.89,232,4G,Normal Usage
11309,132,2023-12-19,December,2023,4.09,65,4G,Normal Usage
11310,311,2022-05-30,May,2022,3.92,79,4G,Normal Usage
11311,455,2022-06-08,June,2022,2.18,254,4G,Normal Usage
11312,348,2022-10-06,October,2022,3.79,124,5G,Normal Usage
11313,28,2024-03-26,March,2024,0.53,145,4G,Normal Usage
11314,260,2023-02-08,February,2023,0.13,102,4G,Normal Usage
11315,406,2024-06-11,June,2024,5.17,276,4G,Normal Usage
11316,76,2023-11-09,November,2023,0.20,123,4G,Normal Usage
11317,429,2022-11-07,November,2022,0.71,266,5G,Normal Usage
11318,67,2022-03-09,March,2022,2.97,277,5G,Normal Usage
11319,342,2023-04-08,April,2023,1.32,110,4G,Normal Usage
11320,492,2022-03-29,March,2022,5.23,88,4G,Normal Usage
11321,194,2022-08-05,August,2022,0.88,157,5G,Normal Usage
11322,472,2022-01-01,January,2022,0.03,215,4G,Normal Usage
11323,162,2022-05-15,May,2022,0.89,35,5G,Normal Usage
11324,347,2023-11-28,November,2023,2.16,86,5G,Normal Usage
11325,439,2022-12-17,December,2022,1.18,117,4G,Normal Usage
11326,361,2022-05-20,May,2022,1.91,181,5G,Normal Usage
11327,257,2023-09-10,September,2023,5.23,67,5G,Normal Usage
11328,72,2022-05-13,May,2022,6.09,158,5G,High Usage
11329,87,2023-09-12,September,2023,0.77,284,4G,Normal Usage
11330,422,2022-06-27,June,2022,1.55,163,4G,Normal Usage
11331,262,2024-03-20,March,2024,1.99,72,4G,Normal Usage
11332,214,2022-12-24,December,2022,7.45,118,4G,High Usage
11333,153,2023-01-15,January,2023,16.46,194,4G,High Usage
11334,210,2024-05-20,May,2024,0.67,88,4G,Normal Usage
11335,401,2023-10-20,October,2023,3.25,75,4G,Normal Usage
11336,61,2023-03-26,March,2023,1.19,220,4G,Normal Usage
11337,268,2023-08-09,August,2023,0.02,138,4G,Normal Usage
11338,262,2023-04-08,April,2023,0.02,240,4G,Normal Usage
11339,218,2022-04-18,April,2022,1.54,153,5G,Normal Usage
11340,283,2022-05-02,May,2022,1.68,52,4G,Normal Usage
11341,136,2022-01-17,January,2022,0.06,141,4G,Normal Usage
11342,467,2022-07-15,July,2022,2.90,30,5G,Normal Usage
11343,380,2022-11-23,November,2022,0.87,222,4G,Normal Usage
11344,362,2022-11-14,November,2022,2.05,291,4G,Normal Usage
11345,449,2024-03-19,March,2024,0.89,265,5G,Normal Usage
11346,441,2023-04-24,April,2023,0.46,281,5G,Normal Usage
11347,93,2022-09-09,September,2022,1.31,275,4G,Normal Usage
11348,109,2023-05-18,May,2023,0.66,43,5G,Normal Usage
11349,241,2022-04-29,April,2022,1.91,61,5G,Normal Usage
11350,355,2023-11-05,November,2023,0.55,200,4G,Normal Usage
11351,424,2023-12-11,December,2023,1.78,8,4G,Normal Usage
11352,142,2023-05-13,May,2023,0.43,70,4G,Normal Usage
11353,291,2023-05-01,May,2023,2.78,89,4G,Normal Usage
11354,432,2022-02-14,February,2022,3.51,23,4G,Normal Usage
11355,237,2022-11-10,November,2022,0.29,139,5G,Normal Usage
11356,340,2022-06-28,June,2022,1.58,77,4G,Normal Usage
11357,312,2024-06-12,June,2024,0.18,213,4G,Normal Usage
11358,177,2023-02-22,February,2023,2.28,15,4G,Normal Usage
11359,141,2023-07-10,July,2023,0.77,28,4G,Normal Usage
11360,189,2024-02-22,February,2024,1.87,290,4G,Normal Usage
11361,486,2022-03-19,March,2022,1.82,42,4G,Normal Usage
11362,49,2022-11-22,November,2022,6.45,52,4G,High Usage
11363,302,2023-11-21,November,2023,1.99,275,5G,Normal Usage
11364,369,2022-12-23,December,2022,2.19,231,4G,Normal Usage
11365,190,2023-02-20,February,2023,1.28,211,4G,Normal Usage
11366,136,2023-05-30,May,2023,7.44,7,4G,High Usage
11367,43,2022-08-02,August,2022,3.75,121,4G,Normal Usage
11368,404,2024-05-03,May,2024,0.84,41,4G,Normal Usage
11369,380,2022-03-15,March,2022,4.65,232,4G,Normal Usage
11370,353,2023-07-17,July,2023,1.42,69,5G,Normal Usage
11371,90,2023-08-02,August,2023,4.41,15,4G,Normal Usage
11372,295,2023-05-24,May,2023,4.33,68,4G,Normal Usage
11373,341,2022-11-28,November,2022,0.52,52,4G,Normal Usage
11374,245,2022-04-03,April,2022,3.02,172,5G,Normal Usage
11375,433,2023-11-19,November,2023,0.86,261,4G,Normal Usage
11376,192,2023-10-19,October,2023,0.88,288,5G,Normal Usage
11377,318,2023-06-03,June,2023,0.88,14,4G,Normal Usage
11378,106,2022-09-26,September,2022,3.23,269,4G,Normal Usage
11379,363,2023-01-11,January,2023,0.65,166,5G,Normal Usage
11380,310,2024-04-13,April,2024,0.00,62,5G,Normal Usage
11381,382,2022-01-04,January,2022,3.14,260,4G,Normal Usage
11382,233,2022-05-18,May,2022,0.47,120,4G,Normal Usage
11383,265,2022-08-19,August,2022,0.28,239,4G,Normal Usage
11384,344,2023-08-23,August,2023,0.68,106,4G,Normal Usage
11385,37,2023-06-13,June,2023,1.19,179,5G,Normal Usage
11386,305,2022-02-21,February,2022,1.62,15,4G,Normal Usage
11387,41,2023-10-08,October,2023,0.11,214,4G,Normal Usage
11388,17,2023-12-24,December,2023,8.81,76,5G,High Usage
11389,344,2022-11-21,November,2022,3.15,224,4G,Normal Usage
11390,277,2024-01-01,January,2024,0.98,92,4G,Normal Usage
11391,307,2023-12-18,December,2023,0.96,180,5G,Normal Usage
11392,59,2023-12-24,December,2023,1.49,173,4G,Normal Usage
11393,423,2022-10-04,October,2022,2.46,218,4G,Normal Usage
11394,183,2023-06-20,June,2023,0.40,142,4G,Normal Usage
11395,41,2023-05-01,May,2023,0.52,281,4G,Normal Usage
11396,39,2023-05-31,May,2023,4.91,258,4G,Normal Usage
11397,397,2022-06-01,June,2022,0.74,46,4G,Normal Usage
11398,192,2023-04-28,April,2023,1.20,4,5G,Normal Usage
11399,267,2022-09-16,September,2022,5.13,61,5G,Normal Usage
11400,494,2022-11-20,November,2022,2.72,83,5G,Normal Usage
11401,147,2024-05-18,May,2024,1.05,132,4G,Normal Usage
11402,395,2022-06-17,June,2022,2.88,62,5G,Normal Usage
11403,333,2023-11-19,November,2023,0.05,280,4G,Normal Usage
11404,127,2022-11-06,November,2022,3.33,43,4G,Normal Usage
11405,46,2024-03-13,March,2024,1.67,152,5G,Normal Usage
11406,45,2023-04-24,April,2023,4.19,269,4G,Normal Usage
11407,1,2022-02-25,February,2022,7.73,170,4G,High Usage
11408,168,2023-09-12,September,2023,6.50,155,5G,High Usage
11409,108,2023-04-18,April,2023,6.00,274,4G,Normal Usage
11410,19,2022-10-23,October,2022,1.79,19,4G,Normal Usage
11411,332,2023-04-06,April,2023,1.12,213,4G,Normal Usage
11412,72,2022-11-20,November,2022,1.56,78,5G,Normal Usage
11413,456,2024-03-24,March,2024,2.93,138,4G,Normal Usage
11414,445,2024-04-25,April,2024,5.39,97,4G,Normal Usage
11415,109,2022-05-21,May,2022,0.58,151,4G,Normal Usage
11416,268,2023-10-29,October,2023,6.26,197,4G,High Usage
11417,445,2022-09-19,September,2022,4.22,272,5G,Normal Usage
11418,240,2024-02-24,February,2024,9.64,155,4G,High Usage
11419,417,2023-02-24,February,2023,5.31,49,4G,Normal Usage
11420,301,2024-01-14,January,2024,0.82,227,4G,Normal Usage
11421,90,2022-08-29,August,2022,0.28,9,5G,Normal Usage
11422,103,2022-12-21,December,2022,0.30,148,4G,Normal Usage
11423,476,2024-04-28,April,2024,0.86,57,4G,Normal Usage
11424,250,2024-02-09,February,2024,2.38,161,4G,Normal Usage
11425,453,2024-01-31,January,2024,4.08,106,4G,Normal Usage
11426,8,2023-08-12,August,2023,5.74,288,5G,Normal Usage
11427,153,2022-06-29,June,2022,2.44,185,5G,Normal Usage
11428,347,2022-03-07,March,2022,0.01,45,5G,Normal Usage
11429,174,2024-03-30,March,2024,0.52,128,5G,Normal Usage
11430,343,2022-12-14,December,2022,0.26,86,5G,Normal Usage
11431,158,2022-06-20,June,2022,1.13,248,4G,Normal Usage
11432,493,2023-04-19,April,2023,1.74,256,5G,Normal Usage
11433,431,2023-06-18,June,2023,0.11,276,4G,Normal Usage
11434,215,2023-01-02,January,2023,1.07,277,4G,Normal Usage
11435,177,2022-04-17,April,2022,0.49,3,4G,Normal Usage
11436,175,2023-03-15,March,2023,2.60,64,5G,Normal Usage
11437,340,2024-04-14,April,2024,1.56,201,4G,Normal Usage
11438,338,2022-08-15,August,2022,1.71,62,5G,Normal Usage
11439,146,2023-03-20,March,2023,1.40,142,4G,Normal Usage
11440,450,2023-03-18,March,2023,7.81,243,4G,High Usage
11441,324,2023-01-31,January,2023,0.60,291,4G,Normal Usage
11442,478,2023-12-29,December,2023,1.82,284,4G,Normal Usage
11443,161,2023-08-04,August,2023,3.33,179,4G,Normal Usage
11444,127,2022-03-25,March,2022,2.03,173,4G,Normal Usage
11445,420,2023-09-07,September,2023,6.61,110,5G,High Usage
11446,82,2023-07-05,July,2023,1.19,174,4G,Normal Usage
11447,485,2022-01-13,January,2022,1.56,152,4G,Normal Usage
11448,147,2024-03-19,March,2024,0.23,216,4G,Normal Usage
11449,239,2024-04-04,April,2024,2.35,296,4G,Normal Usage
11450,412,2023-11-24,November,2023,0.85,239,4G,Normal Usage
11451,424,2023-05-08,May,2023,0.44,225,4G,Normal Usage
11452,84,2022-09-25,September,2022,1.97,185,4G,Normal Usage
11453,113,2023-06-09,June,2023,1.90,47,4G,Normal Usage
11454,225,2022-04-30,April,2022,0.20,207,5G,Normal Usage
11455,332,2022-12-19,December,2022,3.00,156,5G,Normal Usage
11456,378,2022-02-26,February,2022,2.44,224,4G,Normal Usage
11457,243,2022-02-09,February,2022,0.52,143,4G,Normal Usage
11458,143,2024-06-04,June,2024,1.58,110,4G,Normal Usage
11459,41,2022-12-02,December,2022,3.19,131,4G,Normal Usage
11460,423,2023-10-02,October,2023,1.88,112,5G,Normal Usage
11461,258,2022-06-22,June,2022,1.26,88,4G,Normal Usage
11462,447,2023-07-01,July,2023,0.97,160,4G,Normal Usage
11463,285,2022-09-16,September,2022,2.36,74,4G,Normal Usage
11464,105,2024-06-06,June,2024,7.00,280,5G,High Usage
11465,202,2023-06-01,June,2023,2.78,6,5G,Normal Usage
11466,450,2023-12-31,December,2023,0.19,112,5G,Normal Usage
11467,307,2023-06-07,June,2023,1.54,35,4G,Normal Usage
11468,331,2024-06-12,June,2024,5.54,265,4G,Normal Usage
11469,461,2024-04-18,April,2024,0.25,112,4G,Normal Usage
11470,266,2022-04-27,April,2022,11.25,291,4G,High Usage
11471,398,2022-07-03,July,2022,7.44,222,4G,High Usage
11472,210,2024-05-23,May,2024,0.20,210,4G,Normal Usage
11473,51,2022-04-26,April,2022,6.77,17,4G,High Usage
11474,118,2022-06-11,June,2022,1.13,240,5G,Normal Usage
11475,201,2023-08-02,August,2023,4.66,133,4G,Normal Usage
11476,377,2023-12-13,December,2023,1.35,219,4G,Normal Usage
11477,39,2023-06-27,June,2023,1.45,101,4G,Normal Usage
11478,28,2023-08-10,August,2023,2.51,139,4G,Normal Usage
11479,259,2022-08-25,August,2022,3.72,168,4G,Normal Usage
11480,84,2024-04-18,April,2024,0.09,190,4G,Normal Usage
11481,454,2022-03-07,March,2022,2.25,24,4G,Normal Usage
11482,155,2022-03-11,March,2022,0.52,32,4G,Normal Usage
11483,117,2024-03-19,March,2024,1.06,5,4G,Normal Usage
11484,2,2023-03-23,March,2023,1.07,193,4G,Normal Usage
11485,93,2023-02-20,February,2023,1.58,229,4G,Normal Usage
11486,166,2023-06-16,June,2023,1.02,136,4G,Normal Usage
11487,387,2023-03-17,March,2023,0.28,215,4G,Normal Usage
11488,400,2024-01-08,January,2024,0.39,182,5G,Normal Usage
11489,350,2023-04-09,April,2023,0.09,167,4G,Normal Usage
11490,296,2023-01-31,January,2023,1.59,281,4G,Normal Usage
11491,258,2023-12-12,December,2023,7.72,37,5G,High Usage
11492,81,2023-07-05,July,2023,0.31,162,5G,Normal Usage
11493,425,2023-10-19,October,2023,7.31,141,5G,High Usage
11494,268,2023-07-11,July,2023,3.30,247,4G,Normal Usage
11495,419,2023-01-30,January,2023,2.54,102,4G,Normal Usage
11496,235,2022-11-22,November,2022,2.59,198,4G,Normal Usage
11497,321,2024-06-11,June,2024,4.38,199,4G,Normal Usage
11498,311,2022-04-01,April,2022,0.28,41,5G,Normal Usage
11499,301,2024-01-20,January,2024,1.76,146,4G,Normal Usage
11500,463,2022-03-11,March,2022,2.99,65,5G,Normal Usage
11501,474,2022-06-15,June,2022,2.21,192,4G,Normal Usage
11502,357,2023-10-04,October,2023,4.47,297,4G,Normal Usage
11503,213,2022-08-02,August,2022,0.19,37,5G,Normal Usage
11504,62,2024-05-01,May,2024,2.93,140,5G,Normal Usage
11505,49,2023-08-24,August,2023,1.91,105,5G,Normal Usage
11506,127,2022-12-01,December,2022,1.19,151,5G,Normal Usage
11507,223,2024-02-03,February,2024,1.04,37,4G,Normal Usage
11508,409,2023-01-04,January,2023,2.42,96,4G,Normal Usage
11509,279,2024-05-10,May,2024,5.54,107,5G,Normal Usage
11510,408,2023-08-07,August,2023,1.71,118,4G,Normal Usage
11511,294,2023-11-08,November,2023,4.35,150,4G,Normal Usage
11512,284,2022-02-18,February,2022,1.29,73,4G,Normal Usage
11513,277,2022-02-21,February,2022,0.27,56,4G,Normal Usage
11514,438,2022-10-16,October,2022,0.16,251,4G,Normal Usage
11515,107,2024-02-29,February,2024,0.13,291,5G,Normal Usage
11516,146,2023-09-18,September,2023,1.20,254,4G,Normal Usage
11517,420,2022-08-27,August,2022,1.03,253,4G,Normal Usage
11518,99,2022-05-13,May,2022,3.16,258,5G,Normal Usage
11519,429,2024-02-25,February,2024,3.39,269,4G,Normal Usage
11520,375,2022-06-15,June,2022,0.13,33,5G,Normal Usage
11521,73,2023-01-09,January,2023,0.62,237,4G,Normal Usage
11522,437,2023-01-08,January,2023,0.80,178,5G,Normal Usage
11523,486,2024-03-15,March,2024,1.98,103,4G,Normal Usage
11524,122,2023-04-23,April,2023,0.39,28,4G,Normal Usage
11525,30,2024-01-25,January,2024,0.36,226,5G,Normal Usage
11526,188,2023-04-24,April,2023,7.20,231,5G,High Usage
11527,364,2024-04-11,April,2024,4.08,116,4G,Normal Usage
11528,354,2023-10-12,October,2023,0.50,206,5G,Normal Usage
11529,288,2023-08-14,August,2023,1.30,184,4G,Normal Usage
11530,451,2023-11-13,November,2023,1.10,137,5G,Normal Usage
11531,195,2023-09-27,September,2023,3.91,163,4G,Normal Usage
11532,156,2023-11-19,November,2023,1.78,74,4G,Normal Usage
11533,172,2022-10-27,October,2022,0.34,232,4G,Normal Usage
11534,335,2022-03-23,March,2022,3.36,283,4G,Normal Usage
11535,41,2022-03-28,March,2022,1.26,254,4G,Normal Usage
11536,63,2022-08-13,August,2022,0.76,8,4G,Normal Usage
11537,23,2022-01-16,January,2022,1.18,202,4G,Normal Usage
11538,360,2024-04-01,April,2024,1.72,90,4G,Normal Usage
11539,75,2022-12-24,December,2022,1.05,149,4G,Normal Usage
11540,48,2022-06-12,June,2022,0.69,175,5G,Normal Usage
11541,160,2023-09-02,September,2023,1.27,32,4G,Normal Usage
11542,313,2023-10-30,October,2023,0.05,183,5G,Normal Usage
11543,118,2023-05-29,May,2023,3.70,156,5G,Normal Usage
11544,100,2022-12-16,December,2022,0.47,52,4G,Normal Usage
11545,380,2023-11-12,November,2023,0.11,295,5G,Normal Usage
11546,417,2023-04-09,April,2023,2.65,201,4G,Normal Usage
11547,408,2024-04-06,April,2024,3.72,273,4G,Normal Usage
11548,167,2024-04-16,April,2024,4.20,174,4G,Normal Usage
11549,290,2023-01-10,January,2023,1.70,243,4G,Normal Usage
11550,440,2022-04-02,April,2022,0.57,268,5G,Normal Usage
11551,156,2022-06-30,June,2022,3.34,73,4G,Normal Usage
11552,421,2024-01-13,January,2024,3.01,95,4G,Normal Usage
11553,7,2022-10-28,October,2022,0.71,172,5G,Normal Usage
11554,196,2023-10-22,October,2023,5.84,154,4G,Normal Usage
11555,421,2024-03-02,March,2024,0.28,182,4G,Normal Usage
11556,56,2022-07-08,July,2022,10.14,288,4G,High Usage
11557,321,2024-05-08,May,2024,4.92,257,5G,Normal Usage
11558,193,2024-05-11,May,2024,2.91,74,5G,Normal Usage
11559,47,2022-11-10,November,2022,6.98,173,4G,High Usage
11560,148,2023-05-08,May,2023,3.20,230,4G,Normal Usage
11561,275,2022-05-08,May,2022,0.53,246,4G,Normal Usage
11562,157,2023-06-03,June,2023,1.46,160,4G,Normal Usage
11563,202,2023-03-02,March,2023,0.19,185,5G,Normal Usage
11564,444,2023-07-13,July,2023,1.23,142,4G,Normal Usage
11565,402,2023-07-19,July,2023,3.38,281,4G,Normal Usage
11566,476,2022-07-06,July,2022,1.22,127,5G,Normal Usage
11567,419,2023-07-04,July,2023,1.00,165,5G,Normal Usage
11568,427,2023-03-29,March,2023,2.26,26,4G,Normal Usage
11569,495,2023-04-16,April,2023,5.14,245,4G,Normal Usage
11570,479,2024-01-08,January,2024,0.12,134,4G,Normal Usage
11571,475,2023-07-19,July,2023,1.22,201,4G,Normal Usage
11572,126,2022-08-12,August,2022,0.43,20,4G,Normal Usage
11573,395,2022-06-03,June,2022,2.97,78,4G,Normal Usage
11574,305,2023-07-14,July,2023,0.28,157,5G,Normal Usage
11575,369,2022-12-17,December,2022,2.73,93,5G,Normal Usage
11576,294,2022-05-27,May,2022,0.84,7,4G,Normal Usage
11577,64,2023-07-30,July,2023,0.55,258,4G,Normal Usage
11578,325,2022-12-15,December,2022,6.89,54,5G,High Usage
11579,392,2022-07-01,July,2022,0.05,35,5G,Normal Usage
11580,418,2023-09-29,September,2023,1.44,5,5G,Normal Usage
11581,176,2022-06-28,June,2022,0.05,41,4G,Normal Usage
11582,116,2022-02-08,February,2022,1.65,49,4G,Normal Usage
11583,440,2024-02-11,February,2024,1.74,111,5G,Normal Usage
11584,204,2024-06-12,June,2024,0.97,145,4G,Normal Usage
11585,486,2022-01-03,January,2022,0.35,229,4G,Normal Usage
11586,321,2022-03-05,March,2022,1.18,210,4G,Normal Usage
11587,31,2022-01-29,January,2022,2.79,29,5G,Normal Usage
11588,388,2023-01-07,January,2023,3.81,294,4G,Normal Usage
11589,113,2023-06-07,June,2023,1.89,115,5G,Normal Usage
11590,365,2022-04-07,April,2022,2.23,225,4G,Normal Usage
11591,434,2024-05-19,May,2024,0.56,58,5G,Normal Usage
11592,325,2023-03-18,March,2023,0.85,75,4G,Normal Usage
11593,414,2022-07-22,July,2022,0.44,215,4G,Normal Usage
11594,376,2023-02-15,February,2023,0.72,131,5G,Normal Usage
11595,344,2022-01-21,January,2022,0.64,80,5G,Normal Usage
11596,443,2023-07-05,July,2023,1.83,66,5G,Normal Usage
11597,67,2024-01-05,January,2024,2.07,229,4G,Normal Usage
11598,75,2022-04-12,April,2022,7.25,276,4G,High Usage
11599,45,2022-02-15,February,2022,0.54,71,4G,Normal Usage
11600,260,2022-03-07,March,2022,2.57,208,4G,Normal Usage
11601,154,2023-08-26,August,2023,4.25,271,5G,Normal Usage
11602,155,2022-06-13,June,2022,2.05,143,4G,Normal Usage
11603,430,2022-04-21,April,2022,0.74,250,4G,Normal Usage
11604,363,2022-12-04,December,2022,0.76,283,4G,Normal Usage
11605,448,2022-05-03,May,2022,0.10,178,4G,Normal Usage
11606,475,2023-12-06,December,2023,0.91,79,5G,Normal Usage
11607,234,2023-03-23,March,2023,3.41,56,4G,Normal Usage
11608,51,2023-09-03,September,2023,0.12,173,4G,Normal Usage
11609,306,2022-10-18,October,2022,0.62,237,5G,Normal Usage
11610,262,2023-11-02,November,2023,3.06,165,4G,Normal Usage
11611,315,2023-02-16,February,2023,3.82,83,4G,Normal Usage
11612,125,2023-09-07,September,2023,1.52,47,4G,Normal Usage
11613,399,2024-06-15,June,2024,2.99,126,4G,Normal Usage
11614,245,2022-10-08,October,2022,1.23,168,4G,Normal Usage
11615,30,2022-02-12,February,2022,0.44,66,4G,Normal Usage
11616,426,2023-05-01,May,2023,1.27,193,4G,Normal Usage
11617,485,2023-08-19,August,2023,2.17,154,4G,Normal Usage
11618,122,2023-12-04,December,2023,7.39,159,4G,High Usage
11619,125,2022-02-20,February,2022,0.18,183,4G,Normal Usage
11620,37,2024-06-16,June,2024,1.77,265,5G,Normal Usage
11621,170,2022-07-29,July,2022,1.00,167,4G,Normal Usage
11622,124,2022-05-06,May,2022,1.77,144,5G,Normal Usage
11623,357,2023-05-07,May,2023,0.06,185,4G,Normal Usage
11624,35,2023-05-24,May,2023,0.94,261,4G,Normal Usage
11625,87,2023-08-04,August,2023,4.29,273,4G,Normal Usage
11626,134,2024-02-16,February,2024,2.02,222,5G,Normal Usage
11627,196,2022-09-15,September,2022,1.50,41,4G,Normal Usage
11628,274,2022-07-07,July,2022,0.84,3,4G,Normal Usage
11629,201,2022-08-18,August,2022,0.88,275,5G,Normal Usage
